,Unnamed: 0,iid,intr_corr_0,pos_corr_0.5,pos_corr_1.5,seed,epoch,avg_ari_mask,corr_coef_disc,corr_coef_pos,corr_coef_size,corr_coef_material,corr_coef_shape,corr_coef_color,corr_coef,corr_rank_disc,corr_rank_pos,corr_rank_size,corr_rank_material,corr_rank_shape,corr_rank_color,corr_rank,avg_obj_greedy_loss_nodup,avg_attr_greedy_loss_nodup,avg_obj_pseudo_greedy_loss,avg_attr_pseudo_greedy_loss,avg_obj_greedy_loss_nodup_en,avg_attr_greedy_loss_nodup_en,avg_obj_pseudo_greedy_loss_en,avg_attr_pseudo_greedy_loss_en,avg_obj_greedy_loss_nodup_hn,avg_attr_greedy_loss_nodup_hn,avg_obj_pseudo_greedy_loss_hn,avg_attr_pseudo_greedy_loss_hn,std_obj_greedy_loss_nodup,std_attr_greedy_loss_nodup,std_obj_pseudo_greedy_loss,std_attr_pseudo_greedy_loss,avg_obj_greedy_cos_loss_nodup,avg_attr_greedy_cos_loss_nodup,avg_obj_pseudo_greedy_cos_loss,avg_attr_pseudo_greedy_cos_loss,avg_obj_greedy_cos_loss_nodup_en,avg_attr_greedy_cos_loss_nodup_en,avg_obj_pseudo_greedy_cos_loss_en,avg_attr_pseudo_greedy_cos_loss_en,avg_obj_greedy_cos_loss_nodup_hn,avg_attr_greedy_cos_loss_nodup_hn,avg_obj_pseudo_greedy_cos_loss_hn,avg_attr_pseudo_greedy_cos_loss_hn,std_obj_greedy_cos_loss_nodup,std_attr_greedy_cos_loss_nodup,std_obj_pseudo_greedy_cos_loss,std_attr_pseudo_greedy_cos_loss
1,,1.0,,,,5.0,0.0,0.9664,0.2502,0.6392,-0.3444,-0.3233,-0.3071,-0.2455,0.444,0.011,0.0152,0.005,-0.0368,0.0095,0.0322,0.0155,0.2436,0.1205,0.0672,0.0465,0.1811,0.0737,0.0747,0.0348,0.023,0.0189,0.0069,0.0168,0.0003,0.0008,9.1253e-05,0.0003,0.2495,0.0758,0.1139,0.0343,0.0245,0.0424,0.0079,0.0501,0.0032,0.0214,0.0091,0.0111,0.0002,0.0005,9.6212e-05,0.0003
2,,1.0,,,,6.0,0.0,0.9529,0.0178,0.5997,-0.239,-0.2068,-0.1058,-0.1185,0.2335,-0.0083,-0.0088,0.0596,0.0881,0.0056,-0.0527,-0.0027,0.2374,0.1637,0.0544,0.067,0.1585,0.0839,0.055,0.0465,0.0204,0.0105,0.0046,0.0255,0.0004,0.0013,7.508e-05,0.0003,0.232,0.1019,0.0892,0.0506,0.021,0.0481,0.0043,0.0935,0.0018,0.0128,0.0067,0.0176,0.0002,0.0007,7.6079e-05,0.0003
5,,1.0,,,,13.0,0.0,0.9344,0.1112,0.5252,-0.2717,-0.2361,-0.1947,-0.1522,0.2901,-0.0284,-0.0657,-0.009,-0.0189,0.0175,-0.0082,-0.001,0.2693,0.13,0.0424,0.0368,0.1423,0.0769,0.0443,0.0408,0.02,0.018,0.0035,0.0125,0.0004,0.001,5.5335e-05,0.0002,0.2424,0.0814,0.0626,0.0274,0.017,0.0433,0.0042,0.0403,0.0021,0.0198,0.0044,0.0087,0.0002,0.0006,5.2954e-05,0.0002
6,,,1.0,,,0.0,0.0,0.9084,0.0944,0.5954,-0.3222,-0.3214,-0.2756,-0.2737,0.3028,-0.0215,0.0075,-0.0653,-0.0534,-0.0303,-0.0609,0.0733,0.2591,0.1811,0.0549,0.0564,0.1561,0.0951,0.059,0.044,0.0214,0.0176,0.0065,0.0268,0.0004,0.0013,8.7918e-05,0.0004,0.243,0.1172,0.0996,0.0464,0.0196,0.0548,0.0036,0.0766,0.004,0.0169,0.0075,0.0205,0.0002,0.0008,8.477e-05,0.0004
7,,,1.0,,,5.0,0.0,0.0258,0.0596,0.4097,-0.2004,-0.1367,-0.11,-0.2098,0.2088,0.0265,-0.0242,-0.0208,-0.0458,-0.0135,0.0081,-0.0211,0.264,0.249,0.2947,0.2321,0.0736,0.1137,0.2323,0.2969,0.0104,0.0175,0.0263,0.0468,0.0003,0.0013,0.0004,0.0016,0.2035,0.1565,0.3045,0.1562,0.0127,0.0678,0.0361,0.1694,0.0033,0.014,0.0107,0.0335,0.0002,0.0008,0.0002,0.0011
8,,,1.0,,,6.0,0.0,0.765,0.1363,0.3902,-0.2551,-0.2405,-0.1797,-0.2062,0.2756,-0.045,-0.0338,-0.0081,0.0337,0.0445,-0.0264,-0.007,0.3099,0.3107,0.1165,0.1393,0.1473,0.1345,0.0804,0.0696,0.0185,0.0312,0.0079,0.0331,0.0004,0.0015,0.0002,0.0006,0.2705,0.2039,0.1563,0.0949,0.023,0.0737,0.0055,0.1533,0.0058,0.0239,0.0099,0.0247,0.0002,0.001,0.0001,0.0005
9,,,1.0,,,7.0,0.0,0.0866,0.3565,0.5755,-0.4095,-0.4146,-0.3101,-0.3984,0.5176,0.0018,0.0179,0.029,0.0541,0.0067,-0.0319,0.0473,0.276,0.1549,0.1347,0.1121,0.1559,0.1025,0.1141,0.0941,0.0191,0.0213,0.0096,0.0092,0.0003,0.0009,0.0002,0.0008,0.2541,0.0991,0.1521,0.069,0.024,0.0659,0.0101,0.061,0.0032,0.0186,0.0053,0.0107,0.0002,0.0006,0.0001,0.0005
10,,,1.0,,,11.0,0.0,0.8762,0.2731,0.5692,-0.3477,-0.3222,-0.2636,-0.2391,0.4441,0.0133,0.0232,-0.0169,-0.0527,0.0475,-0.0022,0.0154,0.2461,0.1558,0.0848,0.0614,0.1705,0.098,0.099,0.0516,0.0196,0.0242,0.0087,0.0281,0.0003,0.0011,0.0001,0.0005,0.2404,0.0999,0.1397,0.0517,0.0254,0.057,0.0079,0.063,0.004,0.0243,0.0083,0.018,0.0002,0.0007,0.0001,0.0006
11,,,1.0,,,13.0,0.0,0.8904,0.0655,0.3161,-0.1838,-0.179,-0.1241,-0.1063,0.1763,-0.0329,0.027,-0.0381,-0.0301,-0.0324,0.0028,0.0837,0.2318,0.1884,0.0595,0.0807,0.1639,0.1099,0.0668,0.0517,0.0197,0.0159,0.0064,0.0296,0.0004,0.0015,0.0001,0.0004,0.231,0.1235,0.1138,0.0616,0.0233,0.0584,0.005,0.131,0.0033,0.0148,0.0096,0.0215,0.0002,0.001,0.0001,0.0004
12,,,,1.0,,0.0,0.0,-0.0145,-0.1201,-0.0526,0.0869,0.0506,0.054,0.1066,-0.1276,-0.0122,0.0607,0.0206,0.0024,-0.0256,0.0304,-0.0634,0.8789,0.8901,0.7648,0.7647,0.0002,0.0006,0.0006,0.0014,0.0008,-0.0028,-7.3571e-05,0.0002,0.0003,0.0009,0.0002,0.0006,0.5073,0.5139,0.4325,0.4326,0.0003,-0.0007,0.0003,-0.0002,0.0006,-0.0018,9.8537e-05,-0.0002,0.0002,0.0005,0.0001,0.0004
13,,,,1.0,,5.0,0.0,-0.0036,-0.0002,-0.0528,-0.0848,0.0371,0.0447,0.0303,-0.0162,0.0585,0.0962,0.0077,-0.0455,-0.0463,-0.0493,0.078,0.7847,0.8194,0.7712,0.7699,0.0003,0.0013,0.0009,0.0009,0.0006,-0.0013,2.4175e-05,-0.0003,0.0005,0.0013,0.0002,0.0005,0.4532,0.474,0.4362,0.4356,0.0002,-0.0006,6.9584e-05,0.0004,0.0004,-0.0014,-2.7387e-05,-0.0002,0.0003,0.0007,0.0001,0.0003
14,,,,1.0,,6.0,0.0,-0.0248,0.0881,0.2554,-0.1719,-0.1183,-0.1157,-0.0886,0.1674,0.0012,-0.0213,-0.0582,-0.0085,-0.0234,-0.0557,0.0586,0.9351,0.9363,0.7868,0.7868,0.0006,0.001,0.0005,0.0006,0.0005,0.0001,0.0004,5.0727e-05,0.0002,0.0006,0.0002,0.0005,0.5336,0.5338,0.4441,0.4442,0.0002,0.0006,0.0002,0.0003,0.0002,-7.9794e-05,0.0002,-0.0002,0.0001,0.0003,0.0001,0.0003
